,ID,Gender,Certificate,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
252,4527,Male,IGCSE (British),3,3,3,4,5,1,1,1,1,1,1,1,2,1,1,2,2,3,4
253,4548,Male,IGCSE (British),5,5,3,5,3,3,3,1,1,1,5,3,3,3,3,2,3,3,3
254,4559,Male,IGCSE (British),4,3,5,5,4,1,1,1,1,1,3,1,4,1,5,4,5,5,5
255,4531,Male,IGCSE (British),4,4,5,5,5,2,2,2,2,2,3,3,5,3,5,5,5,5,5
256,4545,Male,IGCSE (British),4,5,5,5,5,4,3,2,2,2,3,3,3,1,5,5,5,5,5
257,4533,Male,IGCSE (British),5,5,5,4,5,2,1,1,1,1,1,1,1,1,4,4,5,4,4
258,4480,Female,IGCSE (British),3,3,3,5,5,4,5,5,5,5,5,4,4,2,4,4,5,5,5
259,4358,Male,American Diploma,5,5,5,5,5,3,1,1,1,1,5,3,5,1,5,5,5,5,5
260,4381,Male,American Diploma,3,5,5,5,5,3,1,1,1,3,5,5,5,5,3,4,5,4,5
261,4374,Male,National,4,3,2,5,5,3,2,1,1,1,5,4,5,5,2,2,3,4,2
262,4317,Male,Other?,4,4,3,4,5,3,4,5,3,4,4,3,5,4,4,3,4,5,5
263,4314,Male,Other?,3,5,5,5,5,3,5,2,1,2,3,1,3,1,5,5,3,5,3
264,4305,Female,National,3,2,4,3,2,3,3,2,4,3,5,4,4,3,2,2,3,3,3
265,4326F,Female,National,5,5,5,5,5,3,3,5,3,2,5,4,5,5,3,3,4,5,5
266,4281,Male,National,4,4,3,5,3,3,3,4,5,5,5,4,4,4,3,3,4,4,4
267,4316,Female,American Diploma,5,4,3,5,2,1,1,2,1,3,1,1,3,3,3,1,3,3,4
268,4372,Male,National,4,5,4,5,4,3,3,2,3,4,3,3,4,4,4,4,5,5,5
269,4292R,Male,IGCSE (British),4,4,5,5,5,2,1,3,2,1,3,2,3,2,3,3,4,4,3
270,4329,Female,National,4,2,3,4,5,3,1,3,1,1,2,2,4,1,2,1,3,4,3
271,4375,Female,National,1,1,1,1,1,1,1,1,2,3,5,3,3,1,4,1,1,3,1
272,4310,Female,National,3,2,1,2,2,4,1,1,2,2,5,2,4,3,3,2,4,4,5
273,4353,Female,National,4,5,5,5,5,4,3,3,3,4,5,4,5,4,5,5,5,5,5
274,4371,Male,National,5,5,5,5,5,1,1,1,1,1,1,1,3,1,5,4,5,5,5
275,4648,Male,IGCSE (British),1,1,2,2,5,5,5,3,2,4,4,1,3,2,4,5,3,3,4
276,4632,Male,IGCSE (British),1,2,3,2,4,3,5,3,2,1,4,5,4,2,3,4,2,4,3
277,4664,Female,IGCSE (British),3,5,3,5,5,3,5,5,1,3,5,1,5,5,3,5,5,5,5
278,4636,Male,IGCSE (British),4,4,5,5,5,1,1,1,2,3,4,2,1,3,3,2,4,4,3
279,4668,Male,IGCSE (British),5,3,5,5,5,2,2,2,1,1,3,1,4,3,4,3,5,5,5
280,4295,Male,IGCSE (British),3,5,5,5,5,3,1,1,1,2,4,1,1,3,5,5,5,5,5
281,4639,Female,IGCSE (British),5,5,5,5,5,3,5,4,4,4,5,3,5,3,4,3,5,4,5
282,4631,Male,IGCSE (British),5,4,5,5,5,1,1,1,1,1,2,1,2,1,4,4,5,4,4
283,4650,Female,IGCSE (British),5,5,5,5,5,5,5,3,5,5,5,1,5,3,4,4,5,5,3
284,4635,Female,IGCSE (British),4,5,4,5,4,4,4,2,2,3,5,2,4,3,2,2,3,3,3
285,4643,Male,IGCSE (British),4,5,3,5,5,3,3,3,4,4,5,1,4,4,2,3,5,5,5
286,4659,Female,IGCSE (British),4,4,3,4,5,3,3,2,2,2,1,2,2,2,4,3,4,5,4
287,4642,Female,IGCSE (British),5,5,5,5,4,2,1,1,1,2,2,1,3,1,4,4,5,5,5
288,4665,Male,IGCSE (British),2,3,5,2,5,1,1,1,3,2,4,1,5,1,4,1,5,4,5
289,4657,Female,IGCSE (British),3,3,3,5,5,3,1,1,1,1,1,1,1,1,3,3,3,3,3
290,4677,Male,IGCSE (British),2,3,1,5,5,1,1,3,1,1,1,1,4,1,3,2,3,4,3
291,4673,Male,IGCSE (British),3,4,3,5,5,3,4,2,2,3,5,4,5,5,4,3,4,5,4
292,4672,Female,IGCSE (British),3,4,4,5,5,3,3,3,3,2,3,1,3,2,3,3,4,4,4
293,4660,Female,IGCSE (British),5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4
294,4678,Female,IGCSE (British),4,3,4,4,5,1,1,1,1,1,1,1,3,1,4,3,5,5,5
295,4676,Female,IGCSE (British),4,3,5,4,5,1,2,1,1,1,1,1,1,2,4,3,5,4,5
296,4666,Female,IGCSE (British),4,3,4,4,5,1,2,1,1,1,1,1,2,1,4,3,5,5,5
297,4646,Female,IGCSE (British),4,4,5,4,5,3,3,2,2,3,5,1,5,4,4,2,3,5,4
298,4611,Male,IGCSE (British),3,2,4,5,4,4,4,3,1,1,2,1,1,1,4,4,4,4,4
299,4602,Female,IGCSE (British),5,5,5,5,5,4,4,1,1,1,3,1,1,1,4,4,4,4,4
300,4626,Male,IGCSE (British),4,5,5,5,5,3,2,2,2,2,4,3,3,1,5,4,4,5,4
301,4589,Female,IGCSE (British),4,4,4,5,4,3,3,4,3,3,5,5,4,3,3,3,4,4,5
302,4586,Female,IGCSE (British),5,5,5,4,5,3,2,1,2,2,3,1,1,1,4,4,5,5,5
303,4581,Female,IGCSE (British),5,5,4,5,5,3,3,2,1,1,1,1,1,1,3,3,5,5,3
304,4591,Female,IGCSE (British),2,4,5,5,5,1,1,1,1,3,5,3,5,5,2,1,2,2,2
305,4627,Female,IGCSE (British),5,5,5,5,5,2,1,2,1,1,3,1,2,1,3,2,5,5,5
306,4623,Male,IGCSE (British),5,5,3,5,5,3,3,5,5,5,5,3,5,3,3,3,4,3,3
307,4601,Female,IGCSE (British),3,3,2,5,4,1,1,1,1,1,3,1,1,1,3,3,5,5,5
308,4600,Female,IGCSE (British),3,4,2,5,4,1,1,1,1,1,3,3,3,1,4,2,4,4,4
309,4608,Female,IGCSE (British),4,5,5,5,4,1,1,1,1,1,3,1,4,1,5,5,5,5,5
310,4599,Male,IGCSE (British),4,5,4,5,5,4,4,3,3,2,4,4,5,2,3,3,4,5,5
311,4610,Female,IB,5,5,5,5,5,1,5,1,3,1,3,1,1,1,3,2,5,5,5
312,4609,Male,IGCSE (British),3,4,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,4,5
313,4607,Female,IGCSE (British),4,5,5,5,5,4,4,3,3,4,3,1,4,1,4,4,5,5,5
314,4578,Female,IGCSE (British),5,5,5,5,5,5,3,3,1,1,3,1,3,2,3,2,4,5,5
315,4588,Male,IGCSE (British),4,4,4,4,4,2,4,1,1,3,2,2,3,1,4,3,4,5,5
316,4617,Female,IGCSE (British),3,4,5,4,4,2,3,2,2,1,2,2,4,2,2,2,3,3,3
317,4613,Female,IGCSE (British),1,3,2,5,3,5,2,1,1,1,5,3,5,5,1,3,3,3,2
318,4583,Female,IGCSE (British),3,3,3,5,5,1,1,1,1,1,2,1,3,1,2,2,3,3,4
319,4585,Male,IGCSE (British),5,5,5,5,5,3,2,2,1,1,3,2,2,1,5,4,5,5,5
320,4616,Male,IGCSE (British),4,4,4,4,5,1,1,1,1,1,4,1,5,1,3,4,3,4,5
321,4595,Male,IGCSE (British),4,3,4,4,4,4,2,2,2,3,3,4,4,5,4,3,4,4,3
322,4619,Male,IGCSE (British),5,5,4,5,5,1,2,2,1,1,3,1,4,1,4,5,5,5,5
323,4579,Male,IGCSE (British),5,5,5,5,5,1,1,1,1,1,3,2,5,2,4,4,5,5,5
324,4620,Female,Other?,4,4,3,5,5,2,3,3,1,2,5,5,5,2,3,3,4,4,4
325,4592,Male,Other?,4,5,5,5,5,5,5,2,3,2,5,5,5,5,5,4,5,5,5
326,4598,Female,IGCSE (British),3,4,4,5,5,3,2,3,2,2,5,3,5,4,4,4,5,5,5
327,4663,Female,IGCSE (British),5,3,3,5,5,3,2,1,1,1,3,2,3,2,3,2,3,4,3
328,4670,Female,IGCSE (British),4,2,3,5,5,3,3,4,2,2,4,2,5,4,3,3,3,3,3
329,4652,Male,IGCSE (British),5,5,4,5,5,2,2,1,1,1,2,1,3,2,4,4,4,5,5
330,4419,Male,IGCSE (British),5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,3,5,5,5
331,4653,Male,IGCSE (British),3,5,3,5,5,3,3,3,3,3,5,1,5,3,5,5,5,3,3
332,4669,Male,IGCSE (British),5,4,4,5,5,3,2,2,1,1,3,2,3,4,4,3,5,4,4
333,4389,Female,IGCSE (British),3,3,4,4,5,4,5,5,3,3,1,1,4,2,3,2,4,4,2
334,4667,Female,IGCSE (British),5,5,5,5,5,3,2,2,1,2,3,2,2,2,5,3,5,5,5
335,4541,Male,IGCSE (British),3,5,3,5,5,1,3,1,3,2,3,1,5,2,3,4,5,5,5
336,4686,Male,IGCSE (British),5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5
337,4542,Female,IGCSE (British),3,4,4,5,5,5,4,5,5,4,5,4,4,4,3,4,4,5,5
338,4645,Male,IGCSE (British),5,4,5,5,5,5,3,2,3,3,4,3,4,5,4,4,5,4,5
339,4656,Female,IGCSE (British),5,4,4,5,5,3,3,2,1,1,2,1,2,1,3,2,4,3,5
340,4395,Male,IGCSE (British),5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5
341,4681,Male,IGCSE (British),4,3,3,5,5,5,5,5,4,3,5,5,4,3,3,1,1,3,1
342,4414,Female,IGCSE (British),5,5,4,5,5,3,2,2,1,2,3,2,3,2,3,2,3,2,3
343,4508,Male,IGCSE (British),5,3,3,2,5,4,2,2,2,4,2,2,4,2,5,4,5,4,5
344,4464,Male,IGCSE (British),5,4,3,3,4,4,3,5,3,4,5,3,5,4,2,2,3,4,5
345,4683,Male,IGCSE (British),5,5,5,5,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5
346,4539,Female,IGCSE (British),5,5,5,5,5,2,2,1,1,1,4,1,4,3,5,3,5,4,5
347,4653,Female,IGCSE (British),3,3,3,4,4,4,4,3,2,3,2,1,1,2,1,1,4,3,3
348,4657,Female,IGCSE (British),4,4,3,5,5,2,2,1,2,3,4,3,1,1,4,2,4,5,4
349,4506,Female,IGCSE (British),5,5,4,5,5,4,3,1,1,1,3,2,3,2,4,3,3,3,3
350,4668,Male,IGCSE (British),4,3,4,5,4,5,3,2,2,3,5,5,5,1,3,3,4,4,5
351,4684,Female,IGCSE (British),4,5,3,5,3,4,2,1,1,3,4,3,5,2,2,4,4,5,5
352,4637,Female,IGCSE (British),3,4,4,5,5,3,3,1,1,3,2,2,1,1,2,2,3,4,3
353,4311,Male,IGCSE (British),5,5,5,5,5,3,3,3,1,1,5,3,5,5,5,5,5,3,5
354,4297,Male,Other?,3,3,4,5,5,3,3,2,2,2,5,3,5,5,4,3,3,4,4
355,4707,Female,American Diploma,5,5,4,5,2,1,1,1,1,1,2,1,2,2,4,3,5,5,3
356,4698,Female,American Diploma,4,5,5,4,5,5,3,5,3,2,4,4,5,4,5,5,5,5,5
357,4703,Female,American Diploma,4,1,3,5,5,1,2,1,1,1,3,1,1,1,2,1,5,5,5
358,4712,Female,American Diploma,5,5,5,5,5,3,3,1,1,1,1,1,1,1,3,3,5,3,5
359,4702,Female,American Diploma,3,2,3,4,4,4,3,3,4,3,4,3,4,4,2,1,3,3,3
360,4691,Female,American Diploma,3,5,3,4,4,4,3,5,5,2,4,1,5,4,5,4,5,5,5
361,4693,Female,American Diploma,5,3,3,5,5,2,1,2,2,1,3,1,2,3,5,4,4,4,5
362,4704,Female,American Diploma,3,4,4,4,5,5,5,4,4,5,5,4,5,5,5,4,5,3,5
363,4736,Female,American Diploma,3,5,3,5,5,1,3,1,1,4,5,3,5,5,3,3,5,3,5
364,4771,Female,American Diploma,5,5,5,5,5,1,3,1,1,1,1,1,3,5,3,5,5,5,5
365,4697,Female,American Diploma,2,2,3,4,5,3,3,1,1,1,4,2,4,1,3,2,5,2,5
366,4717,Female,American Diploma,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,4,5,5,5
367,4723,Female,American Diploma,5,5,5,5,5,3,3,3,2,2,3,2,3,2,4,4,5,5,5
368,4726,Female,American Diploma,4,2,1,3,2,5,4,4,5,4,5,4,4,4,3,1,4,3,4
369,4714,Female,American Diploma,4,5,5,4,5,2,2,2,2,2,3,3,3,2,4,3,4,4,4
370,4716,Female,American Diploma,5,5,5,5,5,5,5,3,3,3,5,5,3,3,3,3,5,5,5
371,4718,Female,American Diploma,5,3,3,5,5,1,1,1,1,1,3,1,3,1,3,3,3,5,5
372,4730,Female,American Diploma,4,5,5,5,5,3,4,4,1,1,3,3,4,4,5,5,5,5,5
373,4725,Female,American Diploma,5,5,4,5,5,1,1,1,1,1,3,1,4,1,5,4,5,5,5
374,4720,Female,American Diploma,5,5,5,5,5,2,1,3,1,1,4,3,5,3,5,3,5,5,5
375,4728,Female,American Diploma,5,4,5,5,4,3,3,3,1,2,4,3,3,2,4,5,5,5,5
376,4606,Female,American Diploma,4,3,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5
377,4733,Female,American Diploma,3,3,4,5,4,1,1,3,1,1,3,1,1,1,3,3,5,5,5
378,4731,Female,American Diploma,5,5,5,3,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5
379,4727,Female,IB,5,5,4,5,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4
380,4729,Female,American Diploma,3,3,4,5,5,2,2,1,1,2,5,1,4,5,5,5,5,5,5
381,4722,Female,IB,5,5,5,1,5,4,5,5,5,5,5,4,5,3,5,5,5,5,5
382,4753,Male,American Diploma,5,4,5,5,5,3,3,3,4,4,5,4,5,4,4,5,5,5,5
383,4604,Male,American Diploma,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,2,3,2,3
384,4737,Male,American Diploma,4,3,5,3,4,3,3,1,3,2,4,3,2,3,4,2,3,4,4
385,4746,Male,American Diploma,5,3,5,5,5,5,1,1,1,1,5,5,3,5,3,5,5,5,5
386,4763,Male,American Diploma,4,4,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
387,4759,Male,American Diploma,5,5,5,5,4,3,3,4,2,3,4,3,3,4,4,4,5,5,4
388,4766,Male,American Diploma,5,4,4,5,4,4,2,3,1,2,4,2,3,2,4,4,5,5,5
389,4768,Male,American Diploma,3,3,5,5,5,1,1,1,1,1,1,5,5,2,5,5,5,5,5
390,4762,Male,American Diploma,3,3,5,5,5,5,3,3,3,1,5,3,3,3,3,5,5,3,5
391,4764,Male,American Diploma,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4
392,4758,Male,IB,4,3,5,5,5,1,1,2,1,1,5,1,4,5,3,4,5,5,5
393,4769,Male,American Diploma,5,5,5,5,5,3,5,5,5,5,5,3,3,3,5,5,5,5,5
394,4754,Male,American Diploma,5,5,5,4,5,5,3,5,1,1,5,5,5,5,4,5,5,5,5
395,4761,Male,American Diploma,4,5,5,5,5,3,1,1,3,2,5,3,1,2,4,5,5,5,5
396,4756,Male,American Diploma,5,3,5,5,4,3,2,1,2,3,4,3,3,1,3,3,5,5,5
397,4755,Male,American Diploma,5,3,4,5,5,1,2,2,3,1,5,2,5,5,2,1,5,5,3
398,4710,Female,American Diploma,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
399,4746,Male,National,1,5,5,5,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4
400,4739,Male,National,3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,1,3,3,3
401,4754,Male,Other?,1,2,,,,,,,,,,,,,,,,,
402,4755,Male,National,3,5,1,3,1,5,3,3,5,1,3,5,1,3,3,5,1,3,5
403,4742,Male,National,5,5,1,4,5,1,3,5,3,1,3,5,3,1,1,3,5,3,1
404,4750,Male,National,1,1,1,3,1,1,5,3,3,3,5,1,3,4,5,5,3,4,3
405,4754,Male,National,3,3,4,4,4,3,3,5,4,2,4,3,3,3,3,2,3,3,3
406,4748,Male,National,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
407,4753,Male,National,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,5
408,4743,Female,National,5,3,1,3,4,5,4,3,4,5,5,3,2,3,3,2,5,1,5
409,4760,Female,National,5,4,4,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,5
410,4760,Female,National,4,5,5,5,5,4,5,4,5,4,5,3,5,5,4,5,5,4,4
411,4767,Male,IB,2,1,3,4,3,1,1,1,1,1,3,3,3,2,4,3,2,3,3
412,4778,Female,IB,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5
413,4777,Male,IB,5,5,3,5,5,1,1,1,2,2,1,1,1,2,5,5,5,5,5
414,4763,Female,IB,4,3,5,5,4,2,1,1,1,1,2,1,3,4,3,3,4,3,2
415,4768,Male,IB,4,5,4,5,5,3,3,3,2,2,4,3,4,3,4,3,5,5,5
416,4773,Male,IB,5,5,5,5,5,4,5,5,5,5,5,3,5,3,4,4,5,5,5
417,4765,Female,IB,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
418,4763,Female,IB,3,5,3,4,3,3,2,2,2,4,4,5,5,3,2,2,3,2,3
419,4770,Female,IB,5,4,5,5,5,3,2,2,1,3,2,1,2,3,5,5,4,5,4
420,4775,Female,IB,5,5,5,5,5,3,1,1,1,1,3,3,1,1,4,3,5,5,4
421,4769,Male,IB,5,5,4,5,5,5,5,3,4,3,5,1,4,4,4,4,5,4,4
422,4771,Female,IB,5,4,5,5,5,5,5,5,5,5,4,1,5,5,2,1,3,3,2
423,4740,Male,National,5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,3,3,3,5
424,4824,Male,IB,2,3,5,5,4,2,3,3,,2,4,4,3,4,4,3,5,5,5
425,4816,Male,IB,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3
426,4820,Male,IB,5,5,3,4,3,2,5,3,2,2,3,2,2,3,3,3,4,4,5
427,4817,Male,IB,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5
428,4824,Male,IB,4,5,5,5,3,5,5,4,3,3,5,5,5,5,4,4,4,5,4
429,4815,Male,IB,5,5,5,5,5,3,2,4,4,4,5,4,5,5,5,5,5,5,5
430,4825,Male,IB,5,5,5,5,5,1,1,1,1,1,4,1,5,3,4,4,4,4,4
431,4819,Male,IB,5,5,4,5,5,4,3,3,4,3,5,2,5,5,5,5,4,5,5
432,4822,Female,IB,5,5,5,5,5,3,3,1,1,3,4,3,3,3,4,4,5,4,5
433,4821,Female,IB,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,3,4,5,5
434,4818,Male,IB,5,5,5,5,5,3,3,2,4,5,5,1,4,2,4,4,5,5,5
435,4781,Male,IB,3,3,4,4,3,1,1,1,1,1,2,2,1,1,4,3,5,4,5
436,4789,Male,IB,5,5,5,5,5,4,1,3,3,3,5,1,5,3,4,4,5,5,4
437,4782,Female,IB,4,4,3,3,5,3,3,2,3,3,3,1,3,3,4,3,5,5,4
438,4786,Male,IB,5,4,3,5,5,4,4,2,3,3,3,3,4,3,3,2,3,4,4
439,4783,Male,IB,4,3,3,2,3,1,4,1,1,1,5,2,4,5,4,2,5,5,5
440,4787,Female,IB,3,3,3,5,4,2,2,1,1,1,3,2,3,2,2,2,3,3,3
441,4785,Male,IB,5,5,5,5,5,1,1,1,1,1,5,1,1,1,3,3,5,5,5
442,4780,Female,IB,3,4,3,5,4,1,2,1,1,1,2,1,2,1,3,3,4,4,5
443,4788,Male,IB,5,5,5,5,5,1,1,1,1,1,1,5,1,1,5,5,5,5,4
444,4784,Male,IB,3,4,2,5,5,2,1,1,1,1,3,2,4,2,2,1,4,5,4
445,4779,Male,IB,5,5,4,5,5,2,3,5,1,2,1,3,5,1,5,5,4,5,3
446,4756,Male,National,1,5,1,2,5,1,5,5,3,1,5,5,5,1,1,3,5,1,1
447,4795,Male,IB,4,3,2,3,4,1,1,2,1,1,4,4,4,1,3,2,4,4,4
448,4805,Male,IB,3,3,3,4,3,1,1,1,1,1,4,2,1,1,2,2,1,3,2
449,4799,Male,IB,2,3,3,4,2,5,4,2,3,3,3,4,2,3,1,5,2,2,3
450,4796,Female,IB,4,5,5,5,5,4,5,3,3,3,4,3,4,3,3,4,4,4,3
451,4791,Male,IB,,,,,,,,,,,,,,,,,,,
452,4808,Male,IB,3,4,4,4,3,3,2,1,2,2,3,1,2,2,3,3,2,3,3
453,4806,Male,IB,4,3,4,4,4,2,3,1,1,1,3,1,1,1,3,2,4,3,3
454,4793,Female,IB,3,3,5,4,5,5,1,1,3,2,4,4,1,1,1,1,5,5,3
455,4809,Male,IB,4,5,3,5,3,1,1,1,1,1,3,2,4,2,3,4,4,3,3
456,4807,Male,IB,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5
457,4800,Male,IB,4,5,5,5,5,1,1,1,1,1,3,4,5,5,4,4,4,5,5
458,4812,Female,IB,3,4,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,4,3
459,4810,Female,IB,3,5,4,5,4,5,4,1,2,3,4,3,5,3,4,3,5,4,5
460,4803,Female,IB,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3
461,4802,Female,IB,5,3,2,5,2,1,1,1,1,1,1,1,1,1,3,4,2,3,3
462,4813,Male,IB,3,2,4,5,5,3,5,3,2,2,3,4,5,1,4,3,5,5,5
463,4801,Female,IB,5,5,5,5,5,2,1,1,1,1,4,1,4,1,3,2,4,5,4
464,4836,Male,IB,5,4,3,5,5,2,2,2,2,2,4,2,1,2,5,5,4,5,4
465,4832,Female,IB,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4
466,4838,Male,IB,3,2,4,4,4,2,1,2,2,2,5,1,2,2,3,2,3,3,3
467,4833,Male,IB,3,5,3,5,5,3,3,3,1,1,5,1,5,3,3,3,3,3,3
468,4828,Male,IB,3,3,3,4,5,3,3,1,1,1,3,1,2,3,3,3,3,3,3
469,4831,Female,IB,5,4,4,5,5,2,1,1,1,1,1,1,1,1,5,4,5,5,5
470,4834,Male,IB,4,5,3,4,4,3,2,3,3,3,3,1,4,3,3,3,4,5,5
471,4835,Female,IB,3,3,2,4,4,2,2,2,2,1,2,1,2,1,3,3,4,4,4
472,4826,Male,IB,5,5,5,5,5,1,3,1,1,1,3,1,5,1,4,4,5,5,5
473,4827,Male,IB,3,2,2,5,4,3,2,2,2,3,4,3,4,2,2,2,4,3,3
474,4829,Female,IB,3,5,4,5,5,1,1,1,1,1,1,1,1,1,4,3,5,5,4
475,4837,Male,IB,3,3,3,4,3,2,1,3,4,4,3,1,4,3,4,3,5,5,5
476,4830,Male,IB,2,2,2,1,1,2,3,3,4,4,1,2,2,2,2,2,2,2,3
477,4846,Male,IB,4,3,4,5,5,1,1,1,1,1,4,1,3,2,5,5,5,5,5
478,4847,Male,IB,3,4,5,4,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5
479,4855,Male,IB,3,5,1,5,4,1,4,3,1,1,1,1,1,1,4,3,4,5,3
480,4850,Male,IB,2,3,2,4,5,2,1,2,2,1,3,2,4,3,2,2,3,3,3
481,4581,Male,IB,5,4,3,2,2,1,1,1,1,1,1,1,1,1,3,4,4,5,4
482,4849,Male,IB,3,5,3,5,5,3,4,2,1,1,3,3,4,3,3,2,5,5,5
483,4845,Female,IB,4,4,4,4,5,3,2,2,3,3,5,2,5,5,4,4,3,5,5
484,4848,Female,IB,4,5,4,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,5
485,4839,Female,IB,2,1,3,4,2,3,4,2,1,3,5,3,4,5,2,3,4,3,2
486,4857,Female,IB,5,4,5,5,5,3,5,3,3,3,4,3,4,1,4,4,5,5,4
487,4856,Male,IB,2,3,4,3,2,3,3,2,1,1,3,2,2,4,3,2,4,3,3
488,4842,Male,IB,5,3,5,5,5,1,1,1,1,4,3,3,5,1,5,3,4,5,4
489,4852,Female,IB,3,5,4,3,1,1,1,1,1,1,3,1,5,4,2,3,3,2,3
490,4752,Male,Other?,5,5,5,5,3,5,3,5,3,3,5,3,5,3,3,3,2,3,3
491,4859,Male,IB,3,2,1,5,2,1,1,1,1,1,5,1,1,1,5,5,5,5,5
492,4871,Female,IB,4,5,3,5,5,5,5,5,5,5,5,5,5,4,4,2,4,5,5
493,4873,Male,IB,5,5,3,3,5,1,1,1,1,1,1,1,2,3,3,1,3,5,2
494,4858,Male,IB,5,3,3,5,5,4,5,1,3,1,5,3,5,4,3,4,5,,5
495,4874,Male,IB,4,5,5,3,3,3,2,3,2,3,4,1,4,2,4,4,4,4,3
496,4863,Female,IB,4,5,5,4,4,1,1,1,1,1,1,1,1,1,4,3,4,5,5
497,4864,Female,IB,3,5,5,5,5,1,1,1,1,1,1,1,1,1,3,3,5,5,5
498,4860,Male,IB,4,5,4,4,5,3,3,3,2,2,3,2,4,4,4,3,5,4,4
499,4866,Male,IB,3,4,4,5,5,3,1,2,1,1,3,1,1,2,3,4,4,3,4
500,4869,Male,IB,5,3,5,5,4,2,1,1,2,3,3,1,1,3,4,4,5,5,5
501,4862,Female,IB,3,3,5,5,4,1,1,1,1,1,1,1,2,1,4,5,5,5,5
502,4870,Male,IB,4,4,3,5,3,5,4,3,4,4,5,2,1,5,3,4,5,4,3
503,4868,Female,IB,5,5,5,5,5,1,1,1,1,1,3,1,2,1,4,3,4,4,5
504,4861,Female,IB,4,5,4,5,5,2,2,2,2,2,4,3,4,4,3,3,4,3,3
505,4892,Male,IGCSE (British),3,5,3,5,5,1,1,1,1,5,3,1,4,1,3,2,4,5,5
506,4891,Male,IGCSE (British),5,3,4,3,5,4,2,1,1,3,4,2,3,1,3,4,5,4,4
507,4899,Female,IGCSE (British),3,4,5,5,5,2,2,1,1,1,2,1,2,1,4,4,4,4,5
508,4898,Female,IGCSE (British),3,3,1,5,3,3,1,3,3,1,5,3,1,1,1,1,3,5,5
509,4879,Female,IGCSE (British),5,5,3,5,5,3,1,1,2,1,3,4,5,5,2,3,5,5,5
510,4883,Female,IB,3,4,2,5,4,3,1,1,1,3,3,2,4,2,3,3,4,4,4
511,4919,Female,IGCSE (British),3,3,2,4,3,4,2,4,3,3,4,4,5,5,3,3,3,4,4
512,4879,Male,IGCSE (British),5,5,5,5,5,1,1,3,3,3,5,5,5,5,5,5,5,5,5
513,4913,Male,IGCSE (British),4,5,4,3,4,1,1,2,1,5,3,2,4,3,4,3,5,5,3
514,4897,Male,IGCSE (British),5,5,5,3,3,1,1,1,1,1,1,1,1,2,3,3,3,4,5
515,4911,Female,IGCSE (British),3,5,3,5,5,1,1,1,1,1,2,1,1,1,3,4,4,5,5
516,4904,Male,IGCSE (British),5,5,4,5,4,1,1,1,1,2,3,1,3,1,4,4,5,5,5
517,4895,Male,IGCSE (British),4,3,5,5,3,3,1,1,1,4,5,2,1,4,4,5,4,3,2
518,4910,Female,IGCSE (British),4,5,3,5,4,1,1,1,1,1,2,1,3,2,3,2,3,3,3
519,4901,Female,IGCSE (British),4,3,2,4,4,2,2,2,1,2,4,2,2,2,3,3,4,4,3
520,4884,Female,IGCSE (British),5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,3,3,3,3
521,4898,Female,IGCSE (British),3,4,2,5,5,2,2,3,3,3,4,4,5,5,5,5,5,5,5
522,4917,Male,IGCSE (British),5,5,4,5,4,1,3,1,1,1,1,2,4,4,3,3,5,5,5
