,ID,Gender,Certificate,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
523,4924,Male,IGCSE (British),4,5,2,5,2,1,1,1,2,2,4,2,5,3,3,2,3,3,3
524,4908,Female,IGCSE (British),4,4,5,5,4,2,1,1,1,1,3,1,1,1,4,5,5,4,4
525,4900,Male,IGCSE (British),4,3,4,5,4,4,3,2,3,4,5,3,5,3,4,3,4,5,5
526,4922,Female,IGCSE (British),5,5,3,5,5,3,3,5,3,1,5,4,5,3,4,4,5,5,4
527,4906,Female,IGCSE (British),5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5
528,4899,Female,IGCSE (British),3,5,3,3,5,3,1,1,1,3,3,1,3,3,3,3,3,5,5
529,4885,Female,IGCSE (British),4,5,5,5,4,3,3,4,4,5,5,1,4,3,4,5,5,5,5
530,4914,Female,IGCSE (British),3,5,5,5,5,2,3,3,4,4,5,1,4,5,3,2,4,5,4
531,4921,Female,IGCSE (British),4,5,5,4,3,5,4,2,3,3,4,1,5,4,4,3,3,4,5
532,4903,Female,IGCSE (British),4,5,3,4,5,2,2,2,1,2,3,2,3,2,4,3,4,5,4
533,4902,Female,IGCSE (British),5,3,1,5,5,3,1,1,3,3,5,1,5,5,5,5,3,3,5
534,4909,Female,IGCSE (British),5,4,3,3,4,3,2,3,2,2,4,1,4,3,4,2,5,5,4
535,4912,Female,IGCSE (British),4,5,3,5,5,3,4,3,3,3,4,1,4,4,3,5,5,5,5
536,4926,Female,IGCSE (British),4,4,3,3,3,3,3,2,2,2,5,2,3,2,2,2,3,3,4
537,4886,Female,IGCSE (British),3,5,5,5,5,2,3,2,1,1,3,1,2,2,5,5,5,5,3
538,4907,Male,IGCSE (British),3,3,2,4,3,1,1,1,1,3,5,5,5,5,4,3,5,4,5
539,4888,Female,IGCSE (British),1,3,5,5,5,3,5,1,5,5,5,1,5,5,5,5,5,5,5
540,4896,Female,IGCSE (British),5,5,3,5,4,3,3,1,1,3,5,5,3,2,2,2,3,4,3
541,4927,Female,IGCSE (British),3,3,2,5,5,1,1,2,3,2,4,1,3,3,2,3,2,3,2
542,4878,Female,IGCSE (British),5,5,5,5,5,2,2,2,1,1,4,3,4,3,5,4,5,4,5
543,4923,Male,IGCSE (British),5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,5
544,4880,Male,IGCSE (British),3,5,3,4,3,3,1,1,1,1,1,1,1,1,5,5,5,5,5
545,4920,Female,IGCSE (British),3,5,5,5,5,3,4,4,3,5,5,5,5,5,5,5,5,5,5
546,4887,Male,IGCSE (British),3,4,4,3,2,3,3,4,4,4,3,3,4,3,5,4,3,3,4
