"","ID","Gender","Certificate","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","sum"
"237","4571","Female","IGCSE (British)",1,2,2,4,4,2,1,1,2,2,3,2,3,3,2,3,3,2,3,519
"238","4566","Male","IGCSE (British)",4,4,5,5,5,2,1,2,2,1,2,2,3,1,3,3,4,5,5,535
"239","4546","Male","IGCSE (British)",3,4,5,5,4,1,3,1,1,1,4,1,4,2,4,4,4,4,5,538
"240","4554","Female","IGCSE (British)",5,5,5,5,5,1,1,1,1,1,5,5,3,5,5,5,5,5,5,553
"241","4535","Female","IGCSE (British)",5,5,5,5,5,3,2,3,2,3,3,2,3,1,5,3,3,5,3,548
"242","4553","Male","IGCSE (British)",4,5,5,4,5,1,3,1,2,1,3,1,2,2,5,3,5,5,4,545
"243","4540","Male","IGCSE (British)",3,5,5,5,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,541
"244","4358F","Female","IGCSE (British)",5,5,4,5,5,3,3,2,3,2,4,2,3,1,4,4,5,5,5,558
"245","4572","Female","IGCSE (British)",4,5,5,5,3,1,2,1,1,1,5,1,1,1,3,2,5,5,5,546
"246","4549","Female","IGCSE (British)",4,5,4,3,4,3,2,2,4,3,3,4,3,2,3,3,5,4,5,558
"247","4568","Male","IGCSE (British)",4,4,5,5,4,1,1,1,1,1,3,1,2,3,4,4,4,5,5,552
"248","4543","Male","IGCSE (British)",5,5,5,5,5,5,4,4,4,5,5,1,5,3,5,5,5,5,5,582
"249","4569","Female","IGCSE (British)",3,5,3,3,3,1,1,1,1,1,3,1,1,1,1,1,3,3,2,536
"250","4574","Male","IGCSE (British)",5,4,4,5,4,3,3,3,4,3,2,2,5,3,4,4,4,4,4,570
"251","4560","Male","IGCSE (British)",5,5,5,5,5,4,4,1,3,1,4,1,1,1,3,4,3,5,4,566
"252","4527","Male","IGCSE (British)",3,3,3,4,5,1,1,1,1,1,1,1,2,1,1,2,2,3,4,544
"253","4548","Male","IGCSE (British)",5,5,3,5,3,3,3,1,1,1,5,3,3,3,3,2,3,3,3,564
"254","4559","Male","IGCSE (British)",4,3,5,5,4,1,1,1,1,1,3,1,4,1,5,4,5,5,5,567
"255","4531","Male","IGCSE (British)",4,4,5,5,5,2,2,2,2,2,3,3,5,3,5,5,5,5,5,582
"256","4545","Male","IGCSE (British)",4,5,5,5,5,4,3,2,2,2,3,3,3,1,5,5,5,5,5,584
"257","4533","Male","IGCSE (British)",5,5,5,4,5,2,1,1,1,1,1,1,1,1,4,4,5,4,4,569
"258","4480","Female","IGCSE (British)",3,3,3,5,5,4,5,5,5,5,5,4,4,2,4,4,5,5,5,597
"259","4358","Male","American Diploma",5,5,5,5,5,3,1,1,1,1,5,3,5,1,5,5,5,5,5,589
"260","4381","Male","American Diploma",3,5,5,5,5,3,1,1,1,3,5,5,5,5,3,4,5,4,5,593
"261","4374","Male","National",4,3,2,5,5,3,2,1,1,1,5,4,5,5,2,2,3,4,2,581
"262","4317","Male","Other?",4,4,3,4,5,3,4,5,3,4,4,3,5,4,4,3,4,5,5,600
"263","4314","Male","Other?",3,5,5,5,5,3,5,2,1,2,3,1,3,1,5,5,3,5,3,591
"264","4305","Female","National",3,2,4,3,2,3,3,2,4,3,5,4,4,3,2,2,3,3,3,586
"265","4326F","Female","National",5,5,5,5,5,3,3,5,3,2,5,4,5,5,3,3,4,5,5,610
"266","4281","Male","National",4,4,3,5,3,3,3,4,5,5,5,4,4,4,3,3,4,4,4,606
"267","4316","Female","American Diploma",5,4,3,5,2,1,1,2,1,3,1,1,3,3,3,1,3,3,4,583
"268","4372","Male","National",4,5,4,5,4,3,3,2,3,4,3,3,4,4,4,4,5,5,5,610
"269","4292R","Male","IGCSE (British)",4,4,5,5,5,2,1,3,2,1,3,2,3,2,3,3,4,4,3,597
"270","4329","Female","National",4,2,3,4,5,3,1,3,1,1,2,2,4,1,2,1,3,4,3,589
"271","4375","Female","National",1,1,1,1,1,1,1,1,2,3,5,3,3,1,4,1,1,3,1,577
"272","4310","Female","National",3,2,1,2,2,4,1,1,2,2,5,2,4,3,3,2,4,4,5,596
"273","4353","Female","National",4,5,5,5,5,4,3,3,3,4,5,4,5,4,5,5,5,5,5,630
"274","4371","Male","National",5,5,5,5,5,1,1,1,1,1,1,1,3,1,5,4,5,5,5,608
"275","4648","Male","IGCSE (British)",1,1,2,2,5,5,5,3,2,4,4,1,3,2,4,5,3,3,4,609
"276","4632","Male","IGCSE (British)",1,2,3,2,4,3,5,3,2,1,4,5,4,2,3,4,2,4,3,609
"277","4664","Female","IGCSE (British)",3,5,3,5,5,3,5,5,1,3,5,1,5,5,3,5,5,5,5,631
"278","4636","Male","IGCSE (British)",4,4,5,5,5,1,1,1,2,3,4,2,1,3,3,2,4,4,3,613
"279","4668","Male","IGCSE (British)",5,3,5,5,5,2,2,2,1,1,3,1,4,3,4,3,5,5,5,622
"280","4295","Male","IGCSE (British)",3,5,5,5,5,3,1,1,1,2,4,1,1,3,5,5,5,5,5,625
"281","4639","Female","IGCSE (British)",5,5,5,5,5,3,5,4,4,4,5,3,5,3,4,3,5,4,5,644
"282","4631","Male","IGCSE (British)",5,4,5,5,5,1,1,1,1,1,2,1,2,1,4,4,5,4,4,620
"283","4650","Female","IGCSE (British)",5,5,5,5,5,5,5,3,5,5,5,1,5,3,4,4,5,5,3,649
"284","4635","Female","IGCSE (British)",4,5,4,5,4,4,4,2,2,3,5,2,4,3,2,2,3,3,3,632
"285","4643","Male","IGCSE (British)",4,5,3,5,5,3,3,3,4,4,5,1,4,4,2,3,5,5,5,643
"286","4659","Female","IGCSE (British)",4,4,3,4,5,3,3,2,2,2,1,2,2,2,4,3,4,5,4,631
"287","4642","Female","IGCSE (British)",5,5,5,5,4,2,1,1,1,2,2,1,3,1,4,4,5,5,5,635
"288","4665","Male","IGCSE (British)",2,3,5,2,5,1,1,1,3,2,4,1,5,1,4,1,5,4,5,631
"289","4657","Female","IGCSE (British)",3,3,3,5,5,3,1,1,1,1,1,1,1,1,3,3,3,3,3,623
"290","4677","Male","IGCSE (British)",2,3,1,5,5,1,1,3,1,1,1,1,4,1,3,2,3,4,3,625
"291","4673","Male","IGCSE (British)",3,4,3,5,5,3,4,2,2,3,5,4,5,5,4,3,4,5,4,655
"292","4672","Female","IGCSE (British)",3,4,4,5,5,3,3,3,3,2,3,1,3,2,3,3,4,4,4,646
"293","4660","Female","IGCSE (British)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,677
"294","4678","Female","IGCSE (British)",4,3,4,4,5,1,1,1,1,1,1,1,3,1,4,3,5,5,5,641
"295","4676","Female","IGCSE (British)",4,3,5,4,5,1,2,1,1,1,1,1,1,2,4,3,5,4,5,643
"296","4666","Female","IGCSE (British)",4,3,4,4,5,1,2,1,1,1,1,1,2,1,4,3,5,5,5,645
"297","4646","Female","IGCSE (British)",4,4,5,4,5,3,3,2,2,3,5,1,5,4,4,2,3,5,4,662
"298","4611","Male","IGCSE (British)",3,2,4,5,4,4,4,3,1,1,2,1,1,1,4,4,4,4,4,652
"299","4602","Female","IGCSE (British)",5,5,5,5,5,4,4,1,1,1,3,1,1,1,4,4,4,4,4,660
"300","4626","Male","IGCSE (British)",4,5,5,5,5,3,2,2,2,2,4,3,3,1,5,4,4,5,4,668
"301","4589","Female","IGCSE (British)",4,4,4,5,4,3,3,4,3,3,5,5,4,3,3,3,4,4,5,675
"302","4586","Female","IGCSE (British)",5,5,5,4,5,3,2,1,2,2,3,1,1,1,4,4,5,5,5,667
"303","4581","Female","IGCSE (British)",5,5,4,5,5,3,3,2,1,1,1,1,1,1,3,3,5,5,3,663
"304","4591","Female","IGCSE (British)",2,4,5,5,5,1,1,1,1,3,5,3,5,5,2,1,2,2,2,663
"305","4627","Female","IGCSE (British)",5,5,5,5,5,2,1,2,1,1,3,1,2,1,3,2,5,5,5,669
"306","4623","Male","IGCSE (British)",5,5,3,5,5,3,3,5,5,5,5,3,5,3,3,3,4,3,3,688
"307","4601","Female","IGCSE (British)",3,3,2,5,4,1,1,1,1,1,3,1,1,1,3,3,5,5,5,663
"308","4600","Female","IGCSE (British)",3,4,2,5,4,1,1,1,1,1,3,3,3,1,4,2,4,4,4,667
"309","4608","Female","IGCSE (British)",4,5,5,5,4,1,1,1,1,1,3,1,4,1,5,5,5,5,5,680
"310","4599","Male","IGCSE (British)",4,5,4,5,5,4,4,3,3,2,4,4,5,2,3,3,4,5,5,694
"311","4610","Female","IB",5,5,5,5,5,1,5,1,3,1,3,1,1,1,3,2,5,5,5,684
"312","4609","Male","IGCSE (British)",3,4,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,4,5,710
"313","4607","Female","IGCSE (British)",4,5,5,5,5,4,4,3,3,4,3,1,4,1,4,4,5,5,5,700
"314","4578","Female","IGCSE (British)",5,5,5,5,5,5,3,3,1,1,3,1,3,2,3,2,4,5,5,694
"315","4588","Male","IGCSE (British)",4,4,4,4,4,2,4,1,1,3,2,2,3,1,4,3,4,5,5,690
"316","4617","Female","IGCSE (British)",3,4,5,4,4,2,3,2,2,1,2,2,4,2,2,2,3,3,3,685
"317","4613","Female","IGCSE (British)",1,3,2,5,3,5,2,1,1,1,5,3,5,5,1,3,3,3,2,688
"318","4583","Female","IGCSE (British)",3,3,3,5,5,1,1,1,1,1,2,1,3,1,2,2,3,3,4,681
"319","4585","Male","IGCSE (British)",5,5,5,5,5,3,2,2,1,1,3,2,2,1,5,4,5,5,5,704
"320","4616","Male","IGCSE (British)",4,4,4,4,5,1,1,1,1,1,4,1,5,1,3,4,3,4,5,696
"321","4595","Male","IGCSE (British)",4,3,4,4,4,4,2,2,2,3,3,4,4,5,4,3,4,4,3,708
"322","4619","Male","IGCSE (British)",5,5,4,5,5,1,2,2,1,1,3,1,4,1,4,5,5,5,5,708
"323","4579","Male","IGCSE (British)",5,5,5,5,5,1,1,1,1,1,3,2,5,2,4,4,5,5,5,711
"324","4620","Female","Other?",4,4,3,5,5,2,3,3,1,2,5,5,5,2,3,3,4,4,4,715
"325","4592","Male","Other?",4,5,5,5,5,5,5,2,3,2,5,5,5,5,5,4,5,5,5,735
"326","4598","Female","IGCSE (British)",3,4,4,5,5,3,2,3,2,2,5,3,5,4,4,4,5,5,5,725
"327","4663","Female","IGCSE (British)",5,3,3,5,5,3,2,1,1,1,3,2,3,2,3,2,3,4,3,708
"328","4670","Female","IGCSE (British)",4,2,3,5,5,3,3,4,2,2,4,2,5,4,3,3,3,3,3,719
"329","4652","Male","IGCSE (British)",5,5,4,5,5,2,2,1,1,1,2,1,3,2,4,4,4,5,5,719
"330","4419","Male","IGCSE (British)",5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,3,5,5,5,729
"331","4653","Male","IGCSE (British)",3,5,3,5,5,3,3,3,3,3,5,1,5,3,5,5,5,3,3,733
"332","4669","Male","IGCSE (British)",5,4,4,5,5,3,2,2,1,1,3,2,3,4,4,3,5,4,4,728
"333","4389","Female","IGCSE (British)",3,3,4,4,5,4,5,5,3,3,1,1,4,2,3,2,4,4,2,728
"334","4667","Female","IGCSE (British)",5,5,5,5,5,3,2,2,1,2,3,2,2,2,5,3,5,5,5,735
"335","4541","Male","IGCSE (British)",3,5,3,5,5,1,3,1,3,2,3,1,5,2,3,4,5,5,5,734
"336","4686","Male","IGCSE (British)",5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,731
"337","4542","Female","IGCSE (British)",3,4,4,5,5,5,4,5,5,4,5,4,4,4,3,4,4,5,5,756
"338","4645","Male","IGCSE (British)",5,4,5,5,5,5,3,2,3,3,4,3,4,5,4,4,5,4,5,754
"339","4656","Female","IGCSE (British)",5,4,4,5,5,3,3,2,1,1,2,1,2,1,3,2,4,3,5,734
"340","4395","Male","IGCSE (British)",5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,771
"341","4681","Male","IGCSE (British)",4,3,3,5,5,5,5,5,4,3,5,5,4,3,3,1,1,3,1,750
"342","4414","Female","IGCSE (British)",5,5,4,5,5,3,2,2,1,2,3,2,3,2,3,2,3,2,3,741
"343","4508","Male","IGCSE (British)",5,3,3,2,5,4,2,2,2,4,2,2,4,2,5,4,5,4,5,751
"344","4464","Male","IGCSE (British)",5,4,3,3,4,4,3,5,3,4,5,3,5,4,2,2,3,4,5,759
"345","4683","Male","IGCSE (British)",5,5,5,5,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5,753
"346","4539","Female","IGCSE (British)",5,5,5,5,5,2,2,1,1,1,4,1,4,3,5,3,5,4,5,758
"347","4653","Female","IGCSE (British)",3,3,3,4,4,4,4,3,2,3,2,1,1,2,1,1,4,3,3,745
"348","4657","Female","IGCSE (British)",4,4,3,5,5,2,2,1,2,3,4,3,1,1,4,2,4,5,4,755
"349","4506","Female","IGCSE (British)",5,5,4,5,5,4,3,1,1,1,3,2,3,2,4,3,3,3,3,758
"350","4668","Male","IGCSE (British)",4,3,4,5,4,5,3,2,2,3,5,5,5,1,3,3,4,4,5,770
"351","4684","Female","IGCSE (British)",4,5,3,5,3,4,2,1,1,3,4,3,5,2,2,4,4,5,5,767
"352","4637","Female","IGCSE (British)",3,4,4,5,5,3,3,1,1,3,2,2,1,1,2,2,3,4,3,756
"353","4311","Male","IGCSE (British)",5,5,5,5,5,3,3,3,1,1,5,3,5,5,5,5,5,3,5,783
"354","4297","Male","Other?",3,3,4,5,5,3,3,2,2,2,5,3,5,5,4,3,3,4,4,776
"355","4707","Female","American Diploma",5,5,4,5,2,1,1,1,1,1,2,1,2,2,4,3,5,5,3,763
"356","4698","Female","American Diploma",4,5,5,4,5,5,3,5,3,2,4,4,5,4,5,5,5,5,5,795
"357","4703","Female","American Diploma",4,1,3,5,5,1,2,1,1,1,3,1,1,1,2,1,5,5,5,762
"358","4712","Female","American Diploma",5,5,5,5,5,3,3,1,1,1,1,1,1,1,3,3,5,3,5,773
"359","4702","Female","American Diploma",3,2,3,4,4,4,3,3,4,3,4,3,4,4,2,1,3,3,3,778
"360","4691","Female","American Diploma",3,5,3,4,4,4,3,5,5,2,4,1,5,4,5,4,5,5,5,796
"361","4693","Female","American Diploma",5,3,3,5,5,2,1,2,2,1,3,1,2,3,5,4,4,4,5,782
"362","4704","Female","American Diploma",3,4,4,4,5,5,5,4,4,5,5,4,5,5,5,4,5,3,5,808
"363","4736","Female","American Diploma",3,5,3,5,5,1,3,1,1,4,5,3,5,5,3,3,5,3,5,794
"364","4771","Female","American Diploma",5,5,5,5,5,1,3,1,1,1,1,1,3,5,3,5,5,5,5,793
"365","4697","Female","American Diploma",2,2,3,4,5,3,3,1,1,1,4,2,4,1,3,2,5,2,5,783
"366","4717","Female","American Diploma",5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,4,5,5,5,789
"367","4723","Female","American Diploma",5,5,5,5,5,3,3,3,2,2,3,2,3,2,4,4,5,5,5,805
"368","4726","Female","American Diploma",4,2,1,3,2,5,4,4,5,4,5,4,4,4,3,1,4,3,4,802
"369","4714","Female","American Diploma",4,5,5,4,5,2,2,2,2,2,3,3,3,2,4,3,4,4,4,801
"370","4716","Female","American Diploma",5,5,5,5,5,5,5,3,3,3,5,5,3,3,3,3,5,5,5,821
"371","4718","Female","American Diploma",5,3,3,5,5,1,1,1,1,1,3,1,3,1,3,3,3,5,5,795
"372","4730","Female","American Diploma",4,5,5,5,5,3,4,4,1,1,3,3,4,4,5,5,5,5,5,820
"373","4725","Female","American Diploma",5,5,4,5,5,1,1,1,1,1,3,1,4,1,5,4,5,5,5,808
"374","4720","Female","American Diploma",5,5,5,5,5,2,1,3,1,1,4,3,5,3,5,3,5,5,5,819
"375","4728","Female","American Diploma",5,4,5,5,4,3,3,3,1,2,4,3,3,2,4,5,5,5,5,821
"376","4606","Female","American Diploma",4,3,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,838
"377","4733","Female","American Diploma",3,3,4,5,4,1,1,3,1,1,3,1,1,1,3,3,5,5,5,807
"378","4731","Female","American Diploma",5,5,5,3,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,813
"379","4727","Female","IB",5,5,4,5,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,841
"380","4729","Female","American Diploma",3,3,4,5,5,2,2,1,1,2,5,1,4,5,5,5,5,5,5,828
"381","4722","Female","IB",5,5,5,1,5,4,5,5,5,5,5,4,5,3,5,5,5,5,5,849
"382","4753","Male","American Diploma",5,4,5,5,5,3,3,3,4,4,5,4,5,4,4,5,5,5,5,847
"383","4604","Male","American Diploma",3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,2,3,2,3,827
"384","4737","Male","American Diploma",4,3,5,3,4,3,3,1,3,2,4,3,2,3,4,2,3,4,4,828
"385","4746","Male","American Diploma",5,3,5,5,5,5,1,1,1,1,5,5,3,5,3,5,5,5,5,843
"386","4763","Male","American Diploma",4,4,3,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,860
"387","4759","Male","American Diploma",5,5,5,5,4,3,3,4,2,3,4,3,3,4,4,4,5,5,4,849
"388","4766","Male","American Diploma",5,4,4,5,4,4,2,3,1,2,4,2,3,2,4,4,5,5,5,844
"389","4768","Male","American Diploma",3,3,5,5,5,1,1,1,1,1,1,5,5,2,5,5,5,5,5,842
"390","4762","Male","American Diploma",3,3,5,5,5,5,3,3,3,1,5,3,3,3,3,5,5,3,5,851
"391","4764","Male","American Diploma",4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,868
"392","4758","Male","IB",4,3,5,5,5,1,1,2,1,1,5,1,4,5,3,4,5,5,5,849
"393","4769","Male","American Diploma",5,5,5,5,5,3,5,5,5,5,5,3,3,3,5,5,5,5,5,873
"394","4754","Male","American Diploma",5,5,5,4,5,5,3,5,1,1,5,5,5,5,4,5,5,5,5,871
"395","4761","Male","American Diploma",4,5,5,5,5,3,1,1,3,2,5,3,1,2,4,5,5,5,5,859
"396","4756","Male","American Diploma",5,3,5,5,4,3,2,1,2,3,4,3,3,1,3,3,5,5,5,857
"397","4755","Male","American Diploma",5,3,4,5,5,1,2,2,3,1,5,2,5,5,2,1,5,5,3,858
"398","4710","Female","American Diploma",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,891
"399","4746","Male","National",1,5,5,5,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,868
"400","4739","Male","National",3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,1,3,3,3,861
"401","4754","Male","Other?",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805
"402","4755","Male","National",3,5,1,3,1,5,3,3,5,1,3,5,1,3,3,5,1,3,5,863
"403","4742","Male","National",5,5,1,4,5,1,3,5,3,1,3,5,3,1,1,3,5,3,1,864
"404","4750","Male","National",1,1,1,3,1,1,5,3,3,3,5,1,3,4,5,5,3,4,3,863
"405","4754","Male","National",3,3,4,4,4,3,3,5,4,2,4,3,3,3,3,2,3,3,3,872
"406","4748","Male","National",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,905
"407","4753","Male","National",5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,5,889
"408","4743","Female","National",5,3,1,3,4,5,4,3,4,5,5,3,2,3,3,2,5,1,5,882
"409","4760","Female","National",5,4,4,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,5,906
"410","4760","Female","National",4,5,5,5,5,4,5,4,5,4,5,3,5,5,4,5,5,4,4,906
"411","4767","Male","IB",2,1,3,4,3,1,1,1,1,1,3,3,3,2,4,3,2,3,3,866
"412","4778","Female","IB",5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,917
"413","4777","Male","IB",5,5,3,5,5,1,1,1,2,2,1,1,1,2,5,5,5,5,5,886
"414","4763","Female","IB",4,3,5,5,4,2,1,1,1,1,2,1,3,4,3,3,4,3,2,880
"415","4768","Male","IB",4,5,4,5,5,3,3,3,2,2,4,3,4,3,4,3,5,5,5,902
"416","4773","Male","IB",5,5,5,5,5,4,5,5,5,5,5,3,5,3,4,4,5,5,5,920
"417","4765","Female","IB",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,929
"418","4763","Female","IB",3,5,3,4,3,3,2,2,2,4,4,5,5,3,2,2,3,2,3,896
"419","4770","Female","IB",5,4,5,5,5,3,2,2,1,3,2,1,2,3,5,5,4,5,4,904
"420","4775","Female","IB",5,5,5,5,5,3,1,1,1,1,3,3,1,1,4,3,5,5,4,901
"421","4769","Male","IB",5,5,4,5,5,5,5,3,4,3,5,1,4,4,4,4,5,4,4,921
"422","4771","Female","IB",5,4,5,5,5,5,5,5,5,5,4,1,5,5,2,1,3,3,2,919
"423","4740","Male","National",5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,3,3,3,5,927
"424","4824","Male","IB",2,3,5,5,4,2,3,3,NA,2,4,4,3,4,4,3,5,5,5,914
"425","4816","Male","IB",4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,928
"426","4820","Male","IB",5,5,3,4,3,2,5,3,2,2,3,2,2,3,3,3,4,4,5,915
"427","4817","Male","IB",5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,913
"428","4824","Male","IB",4,5,5,5,3,5,5,4,3,3,5,5,5,5,4,4,4,5,4,939
"429","4815","Male","IB",5,5,5,5,5,3,2,4,4,4,5,4,5,5,5,5,5,5,5,944
"430","4825","Male","IB",5,5,5,5,5,1,1,1,1,1,4,1,5,3,4,4,4,4,4,923
"431","4819","Male","IB",5,5,4,5,5,4,3,3,4,3,5,2,5,5,5,5,4,5,5,944
"432","4822","Female","IB",5,5,5,5,5,3,3,1,1,3,4,3,3,3,4,4,5,4,5,935
"433","4821","Female","IB",5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,3,4,5,5,949
"434","4818","Male","IB",5,5,5,5,5,3,3,2,4,5,5,1,4,2,4,4,5,5,5,945
"435","4781","Male","IB",3,3,4,4,3,1,1,1,1,1,2,2,1,1,4,3,5,4,5,919
"436","4789","Male","IB",5,5,5,5,5,4,1,3,3,3,5,1,5,3,4,4,5,5,4,947
"437","4782","Female","IB",4,4,3,3,5,3,3,2,3,3,3,1,3,3,4,3,5,5,4,938
"438","4786","Male","IB",5,4,3,5,5,4,4,2,3,3,3,3,4,3,3,2,3,4,4,943
"439","4783","Male","IB",4,3,3,2,3,1,4,1,1,1,5,2,4,5,4,2,5,5,5,938
"440","4787","Female","IB",3,3,3,5,4,2,2,1,1,1,3,2,3,2,2,2,3,3,3,928
"441","4785","Male","IB",5,5,5,5,5,1,1,1,1,1,5,1,1,1,3,3,5,5,5,941
"442","4780","Female","IB",3,4,3,5,4,1,2,1,1,1,2,1,2,1,3,3,4,4,5,934
"443","4788","Male","IB",5,5,5,5,5,1,1,1,1,1,1,5,1,1,5,5,5,5,4,948
"444","4784","Male","IB",3,4,2,5,5,2,1,1,1,1,3,2,4,2,2,1,4,5,4,940
"445","4779","Male","IB",5,5,4,5,5,2,3,5,1,2,1,3,5,1,5,5,4,5,3,959
"446","4756","Male","National",1,5,1,2,5,1,5,5,3,1,5,5,5,1,1,3,5,1,1,948
"447","4795","Male","IB",4,3,2,3,4,1,1,2,1,1,4,4,4,1,3,2,4,4,4,946
"448","4805","Male","IB",3,3,3,4,3,1,1,1,1,1,4,2,1,1,2,2,1,3,2,935
"449","4799","Male","IB",2,3,3,4,2,5,4,2,3,3,3,4,2,3,1,5,2,2,3,954
"450","4796","Female","IB",4,5,5,5,5,4,5,3,3,3,4,3,4,3,3,4,4,4,3,974
"451","4791","Male","IB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902
"452","4808","Male","IB",3,4,4,4,3,3,2,1,2,2,3,1,2,2,3,3,2,3,3,954
"453","4806","Male","IB",4,3,4,4,4,2,3,1,1,1,3,1,1,1,3,2,4,3,3,954
"454","4793","Female","IB",3,3,5,4,5,5,1,1,3,2,4,4,1,1,1,1,5,5,3,965
"455","4809","Male","IB",4,5,3,5,3,1,1,1,1,1,3,2,4,2,3,4,4,3,3,963
"456","4807","Male","IB",4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5,994
"457","4800","Male","IB",4,5,5,5,5,1,1,1,1,1,3,4,5,5,4,4,4,5,5,982
"458","4812","Female","IB",3,4,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,4,3,974
"459","4810","Female","IB",3,5,4,5,4,5,4,1,2,3,4,3,5,3,4,3,5,4,5,990
"460","4803","Female","IB",3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,966
"461","4802","Female","IB",5,3,2,5,2,1,1,1,1,1,1,1,1,1,3,4,2,3,3,963
"462","4813","Male","IB",3,2,4,5,5,3,5,3,2,2,3,4,5,1,4,3,5,5,5,993
"463","4801","Female","IB",5,5,5,5,5,2,1,1,1,1,4,1,4,1,3,2,4,5,4,985
"464","4836","Male","IB",5,4,3,5,5,2,2,2,2,2,4,2,1,2,5,5,4,5,4,992
"465","4832","Female","IB",5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,1016
"466","4838","Male","IB",3,2,4,4,4,2,1,2,2,2,5,1,2,2,3,2,3,3,3,982
"467","4833","Male","IB",3,5,3,5,5,3,3,3,1,1,5,1,5,3,3,3,3,3,3,995
"468","4828","Male","IB",3,3,3,4,5,3,3,1,1,1,3,1,2,3,3,3,3,3,3,987
"469","4831","Female","IB",5,4,4,5,5,2,1,1,1,1,1,1,1,1,5,4,5,5,5,995
"470","4834","Male","IB",4,5,3,4,4,3,2,3,3,3,3,1,4,3,3,3,4,5,5,1005
"471","4835","Female","IB",3,3,2,4,4,2,2,2,2,1,2,1,2,1,3,3,4,4,4,991
"472","4826","Male","IB",5,5,5,5,5,1,3,1,1,1,3,1,5,1,4,4,5,5,5,1009
"473","4827","Male","IB",3,2,2,5,4,3,2,2,2,3,4,3,4,2,2,2,4,3,3,1001
"474","4829","Female","IB",3,5,4,5,5,1,1,1,1,1,1,1,1,1,4,3,5,5,4,1000
"475","4837","Male","IB",3,3,3,4,3,2,1,3,4,4,3,1,4,3,4,3,5,5,5,1013
"476","4830","Male","IB",2,2,2,1,1,2,3,3,4,4,1,2,2,2,2,2,2,2,3,994
"477","4846","Male","IB",4,3,4,5,5,1,1,1,1,1,4,1,3,2,5,5,5,5,5,1015
"478","4847","Male","IB",3,4,5,4,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5,1042
"479","4855","Male","IB",3,5,1,5,4,1,4,3,1,1,1,1,1,1,4,3,4,5,3,1009
"480","4850","Male","IB",2,3,2,4,5,2,1,2,2,1,3,2,4,3,2,2,3,3,3,1009
"481","4581","Male","IB",5,4,3,2,2,1,1,1,1,1,1,1,1,1,3,4,4,5,4,1007
"482","4849","Male","IB",3,5,3,5,5,3,4,2,1,1,3,3,4,3,3,2,5,5,5,1029
"483","4845","Female","IB",4,4,4,4,5,3,2,2,3,3,5,2,5,5,4,4,3,5,5,1038
"484","4848","Female","IB",4,5,4,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,5,1055
"485","4839","Female","IB",2,1,3,4,2,3,4,2,1,3,5,3,4,5,2,3,4,3,2,1026
"486","4857","Female","IB",5,4,5,5,5,3,5,3,3,3,4,3,4,1,4,4,5,5,4,1047
"487","4856","Male","IB",2,3,4,3,2,3,3,2,1,1,3,2,2,4,3,2,4,3,3,1024
"488","4842","Male","IB",5,3,5,5,5,1,1,1,1,4,3,3,5,1,5,3,4,5,4,1040
