"","ID","Gender","SelfEfficacy","PerfAvGoals","PerfAppGoals","MasteryGoals"
"1","4217","Male",-1.37962022454649,-0.679477798610182,0.617840348500467,-1.25096580151991
"2","4216","Male",-2.79091895410291,-0.448330481419856,-0.0740267281266429,-2.16354651862417
"3","4232","Male",-0.0363254479114808,0.0186008563412158,0.60097047873747,0.169619752693615
"4","4233","Male",-0.394879864588184,1.19024729696648,2.12997304714742,0.536113601550735
"5","4235","Male",0.446239050662636,1.02046097236639,1.36387484508972,0.437975694488058
"6","4230","Female",0.34195654633998,1.61011269462244,1.50113495429751,-2.3275408699886
"7","4420","Male",0.683730202601337,0.578760675677106,0.58241788035461,0.322062208127976
"8","4421","Male",-0.131898169517381,-1.31666012352056,-1.06505161370197,0.432151183309542
"9","4234","Female",-1.12106665696029,0.77504857113636,0.648630858733847,-1.10285339401826
"10","4219","Male",0.873506436347158,1.86730448944104,2.52730160423533,0.81944092937931
"11","4229","Female",0.873506436347158,1.86730448944104,2.52730160423533,0.81944092937931
"12","4236","Male",0.600355964291486,0.590444988597197,2.09060424228665,0.436876851592757
"13","4228","Female",0.481036291057691,-0.703786340790013,-1.35102916767932,0.701764752888297
"14","4224","Female",0.673761562079112,0.0851832193344309,0.730014772935448,0.486594751153422
"15","4254","Female",0.207473799789496,0.142254775989828,-0.452301583863959,0.0699093075198755
"16","4267","Female",0.503817698706645,0.572880959320192,1.72225358693794,-0.140268267499233
"17","4255","Female",0.530019712131212,-1.05340024026058,-1.41862953893602,0.435044133671723
"18","4261","Female",0.324356090579075,-0.261345644361167,0.430589500870342,0.362006224269415
"19","4246","Male",0.0219289523187875,-0.455968150192508,-1.31542627018386,-0.362545345165833
"20","4251","Female",-0.479534821371729,0.483708309976459,0.504331338966071,-0.137880133617007
"21","4241","Male",0.615562032975633,-0.707643395273314,-1.35213438560021,0.731578746377537
"22","4247","Male",0.669169002793685,-1.13565287610102,-1.43597693750194,0.30941919918831
"23","4256","Female",0.603790887662089,1.72542420710603,1.9844737222324,0.754873426361856
"24","4253","Female",0.192164838027103,0.996364949292736,0.425676612489182,0.330836261215701
"25","4263","Female",0.550982501873689,0.689356718001841,0.814604805347275,0.112638894939658
"26","4244","Male",-0.136383174753094,1.08707159613751,0.140249037616718,-0.348013222981524
"27","4252","Female",-0.0404422204991944,0.017384402082802,0.596131756396357,0.145257811386941
"28","4257","Female",0.567581807563367,0.479051084178043,1.31752357464731,0.422587384462109
"29","4264F","Female",0.503482209343946,-1.05300381817783,-1.43140909103904,-0.675817286165445
"30","4259","Female",0.761059576494994,0.658327608388302,1.0374975022877,0.783230201631786
"31","4242","Male",-0.580421247664817,1.12077119470441,0.163876688670116,-0.697680520470953
"32","4265","Female",-0.808106035750766,0.202505740872555,0.897667328311318,-1.38998212481161
"33","4282A","Male",0.779671891767567,1.1321604052274,2.2676081481193,0.308220278095093
"34","4276","Male",0.524566667266484,-1.59979468705348,-1.39809877845998,0.574131467643777
"35","4272","Female",-0.236062304847468,-1.07212386432715,-1.41978404703439,0.267327001197962
"36","4284","Female",-1.07391820904417,-0.507775692964899,-0.451652755585839,-0.961933660789562
"37","4292F","Female",0.332299511458595,0.36697521200201,-0.545639518363514,0.347529292750946
"38","4280","Male",0.575390408152744,1.79840892590553,2.27732927035222,0.587956344704486
"39","4294F","Female",0.521095124708627,-1.18168968618117,-1.06520189888451,0.532478402940569
"40","4287","Female",0.136992341546946,-1.1723846552798,-0.823941340894256,0.631534941264582
"41","4275","Male",0.63192907456119,0.681170259358333,-0.029456083095627,0.442434225333239
"42","4273","Male",0.804514312701615,-0.0911152303989338,-0.232472975867743,0.486226881784008
"43","4289","Female",-0.477103931130333,1.08398549858909,1.70317483217531,-0.0532687421547095
"44","4291F","Female",0.317387302750957,0.638066585493056,0.337610876757414,0.515139694487311
"45","4286","Female",-0.963530885320971,-1.89276858400147,-1.57642545655938,-0.583825883744517
"46","4285","Female",0.428907289001441,-0.00160709838147063,0.481735677845368,0.705875262915432
"47","4270","Male",0.267432039700928,1.40540299194123,2.04325325769367,0.267046330598343
"48","4293F","Female",0.184422835550309,0.480351322501781,-0.226209292964359,0.317505051008048
"49","4243","Female",-0.135055702939096,0.285106918363136,-0.382722869261317,-0.0300239259984735
"50","4271","Male",0.571904594451597,-0.10258483655746,-0.449646242341591,0.451297193340072
"51","4264","Male",-0.146644027415313,-0.155951988577271,-0.398650484036664,0.407159965468434
"52","4268","Female",-0.446878510548484,0.451598230959195,-0.682330318945536,-0.734570974778828
"53","4258","Male",-0.00307865229325463,1.84622644150924,2.52175824081929,0.261279785817533
"54","4249","Female",0.523622117974419,0.22448911088789,0.660915690598275,0.590197613370314
"55","4240","Male",-1.57571309413911,0.89620885873232,0.862588458793165,-2.164209127051
"56","4260","Male",0.444214756569279,-0.437664143602166,-0.931004868176866,0.28708359915773
"57","4269","Female",0.000418356581067897,1.46312540023055,0.979391160369291,-0.147430475001324
"58","4248","Female",0.546284352091136,-0.551480927969709,-0.571007541345891,0.585379472864298
"59","4290","Male",0.582739087480285,-0.286843359897819,-0.688725146876165,-0.0554796616940372
"60","4283","Male",-0.421744217960506,-0.884161656564735,-0.847186334338715,-1.0566786304802
"61","4288","Male",0.429423390531468,-0.0624781507804741,-0.842803157016174,0.209640979352241
"62","4321","Female",-0.15445654981797,-1.0694747583499,-1.42764112295195,-0.407011352167648
"63","4300","Female",0.424438833996132,-1.2421095891337,-0.423347030215586,0.233877731235163
"64","4304","Male",-0.335872627986155,0.962345894949216,0.998832373998764,0.26805316689296
"65","4303","Female",0.0469233916608735,1.20292590545158,0.436838130770015,-0.289863289969691
"66","4312","Male",-1.12667373706995,-0.266680951770053,1.07335688753603,-0.870746844232558
"67","4322","Female",-0.592498389461695,0.465532249982585,-0.466834757977837,-0.190741082958447
"68","4313","Female",-0.887249026842947,-0.727060999637531,-0.635367739882687,-1.02138878731782
"69","4315","Male",0.855515810076341,-0.240145761659894,-0.5602969671738,0.791157156147412
"70","4319","Female",-0.101626660100202,1.2960877018885,1.84888675238625,0.301847917039776
"71","4296","Female",-0.658264529651161,0.373446548066151,1.32361310292004,-1.04741833552669
"72","4308","Female",-0.59769938046405,1.10991846636002,0.94624364273862,0.342355102299495
"73","4036","Male",-0.965397254123193,-0.663882754556911,-0.0315319232887051,-1.12223652478611
"74","4307","Female",0.567734763167313,-0.435195034259008,0.398527408593741,0.465836437704927
"75","4301","Female",0.8174699279517,0.858836316189074,0.514913677965109,0.514669670244613
"76","4294","Male",-0.703959682893262,1.68393161821613,1.92660718265208,-0.686277376921168
"77","4299","Male",0.490325640120111,1.25352278966375,1.92794643029905,-0.0735380372160686
"78","4309","Male",0.85556066817312,-0.221335137011282,-0.471217541296031,0.791963105198128
"79","4302","Female",-0.430391217589718,0.511146823050271,0.612689774372172,0.0755714547712929
"80","4278","Male",-0.644586166132121,-1.27054951407467,-1.33159439024303,-1.1998438196409
"81","4291","Male",0.205152879761378,-0.386907715564005,-0.432681117467184,-0.541717448981656
"82","4282K","Male",-0.46295953931494,1.24916813429017,1.48072110903944,-0.329312701895553
"83","4293","Male",0.143074956708903,0.923073730144022,1.65737358565319,0.167481731605516
"84","4443","Male",0.225530657001973,1.0709131899302,0.904284298577006,-0.303642404021229
"85","4327","Male",0.570013452745054,0.723955465466859,0.969678941902969,0.413672157969072
"86","4330","Male",0.17717272779341,0.35789215619078,0.456901468625096,-0.0412683277637551
"87","4337","Male",0.860416893790484,0.3995654410486,0.67460336108414,0.802420725139018
"88","4343","Female",0.800386708173522,-0.5666333386103,-1.33030705727411,0.471369666057847
"89","4328","Male",0.387226580090289,-1.56093704036571,-1.24598988467674,-0.559822541600332
"90","4324","Male",0.623345328744552,0.295496026790897,0.532313558681173,0.74877331602443
"91","4348","Female",0.620652796641744,0.0431430270154446,0.448752437248725,0.747961074694331
"92","4338","Female",0.299652876080369,1.12615250643212,1.27712289800579,0.242238011930957
"93","4332","Male",-0.346175513486153,-1.87788103841667,-1.57304368603073,-0.236030714402447
"94","4346","Female",-0.29957135530175,0.153423126137418,0.501609112093561,-0.373982798933216
"95","4347","Female",0.534637025898043,0.160945234877152,1.77373446328321,0.258107216415046
"96","4339","Female",0.296581519126358,-0.319161440307111,-0.282605091525344,-0.0709136859850658
"97","4353","Male",-0.786585088137004,1.2449020388031,1.85345877609195,-0.288708201123229
"98","4367","Female",0.843689263218687,-1.3197254255048,-0.754169788602255,0.789154300815167
"99","4365","Female",0.256152938911908,-0.811650980051714,-1.1037406920564,-0.225355482428878
"100","4357","Male",0.247078730019302,1.77932058806271,2.23042138958583,0.3816313894637
"101","4373","Female",-0.68623641519059,0.0871637007814035,0.737617313854181,0.46092784724853
"102","4359","Male",0.191578586411716,-0.66939795205879,-0.361875197286113,-0.155933733401473
"103","4352","Male",-0.0324557042026546,0.881395280561604,-0.0136077539068773,0.277177245565514
"104","4362","Male",-0.677325014563517,-0.160117009126914,-0.88111663074747,-0.336852453902538
"105","4363","Female",0.637277920542767,1.86153148140305,2.52693834005938,0.767093971432064
"106","4366","Female",0.329395750013463,-0.892949046112658,-0.75580994459826,0.407865121411108
"107","4356","Male",-0.271940255343415,1.25330653390888,1.18812376085058,0.372415030432489
"108","4364","Female",0.0114092880410089,-0.330110469867646,-0.973329986099931,-0.322532740125093
"109","4355","Male",-1.09284567384545,0.273976269266027,-0.324401110954507,-0.443411131062173
"110","4325","Male",0.699573351888302,-0.336707988709501,-1.0953863524689,-0.135387228893318
"111","4342","Female",-0.164048375706687,-0.582440893228214,-1.33006784306136,0.2830241119726
"112","4391","Male",-0.837157943247492,0.656038790491977,-0.4955062270046,-0.750312985956667
"113","4393","Female",-0.48260740969603,0.59677039735316,0.0949064495197608,0.0158591735367127
"114","4390","Male",0.454734285620768,-0.282758294514667,-1.04236897705698,0.268351662141962
"115","4385","Male",-0.741750989436422,1.8284593284943,2.51715119926817,-0.203498423166646
"116","4384","Female",0.849962403274972,-0.783798905548035,-0.871738514423202,0.788224910593645
"117","4392","Female",0.417275217652895,0.611660614189072,1.08755753478818,0.544398049817938
"118","4380","Female",0.810885305423574,0.72573017302217,0.846947651239364,0.491267881831799
"119","4386","Male",0.505651022440931,-1.40598757070963,-1.12453649030561,0.710941714130298
"120","4394","Female",0.862335592542958,0.492458993164186,0.212257844405329,0.798283275225624
"121","4383","Male",0.270303187400906,-1.14836849103124,-0.0118506396203406,0.668671896212384
"122","4382","Female",-0.207689668097559,0.78304293517918,1.15538691984838,-0.0271443062409439
"123","4379","Female",0.582187887609278,0.113099034283101,0.256652412973173,-0.0663303088024632
"124","4376","Male",0.868930838755045,1.1565948604783,0.693137473275475,0.802768806263512
"125","4404","Female",0.326973378193622,0.572186656786172,0.361555504970844,-0.259770123304264
"126","4410","Female",-0.288118321533294,-0.318142963043793,-0.234633094667339,-0.12400385256846
"127","4411","Female",-1.18733407881118,-1.54703296171806,-1.51389718790005,-0.772488460505959
"128","4400","Female",-0.147270409689405,-0.0114094492136454,-0.992459920014015,-0.19641007136731
"129","4396","Female",0.394431654795889,-0.784043589209034,-1.13113357523251,0.521607567556363
"130","4407","Male",0.527878345325575,0.384719523347262,-0.639859600295959,0.578532979792279
"131","4399","Male",0.224703265324426,-0.0643931567775565,0.283251869152853,0.0126794938959474
"132","4413","Female",0.0489411203893129,-0.489233239327773,-1.12425551863743,-0.516876661608101
"133","4401","Male",0.573126062924986,0.434197491967368,-0.0551678998245828,0.430739453679306
"134","4397","Female",0.310621158531103,-0.598275129328086,-1.21354182645565,0.526184216047262
"135","4416","Female",0.240117089334753,-1.08383932107656,-1.30088087488263,0.649700791006225
"136","4429","Female",0.186102789771518,-1.06812892803667,-0.609205750024528,0.343145979662445
"137","4442","Female",0.654311236378137,-0.0506214863812624,-0.47990856854323,0.74689091150377
"138","4428","Male",-0.767030655850064,1.30069175476923,1.56706784387717,-0.336993794276978
"139","4424","Male",0.552725054687413,-0.251161169039636,0.273736273128198,0.549987220145782
"140","4433","Male",0.531971414702977,-0.160360053658083,-1.25138099359894,0.712761914603254
"141","4283F","Female",-1.36854231288117,-1.29112735292945,-0.84130636408119,0.297960427639905
"142","4423","Male",0.384672692781228,-0.0828165856393667,-0.405194629427215,0.68790567567816
"143","4436","Female",0.330460322504611,-0.593293308066169,-1.21619693793618,0.230507034008943
"144","4430","Female",0.825473569533093,-0.438936766663905,-1.02621499643355,0.617348326497605
"145","4431","Female",-0.775746625264975,-1.88782467336014,-1.58046190112487,-0.917390417439243
"146","4441","Female",-0.869547139219987,0.131544818544891,0.259248352354655,-0.635702728826619
"147","4437","Female",-0.153295044473032,-0.7938364398649,-0.66090204845194,-0.0716890530236469
"148","4434","Female",-1.34598287714999,-0.828571563342121,-1.00175885281751,-0.472322152983388
